Date.Caught,Estuary.Region,Sex,FL..cm.,FL..mm.,TL..cm.,Body.Wet.Weight..g.,ID,ReadAge,Readability,EdgeTranslucency,MIncrRatio,Adj_Inc,Capture.Month,AgeClass,AgeGroup,State,X,X.1,AgeMonths
8/01/2016,Port Hacking,F,31.9,319,35.5,NA,589,2,2,n,0.656423923,2,1,2,3,NSW,NA,NA,28
18/01/2016,Port Hacking,M,30.7,307,34.1,NA,648,2,2,n,0.170442578,2,1,2,3,NSW,NA,NA,28
18/01/2016,Port Hacking,U,33.2,332,36.2,NA,649,2,3,m,0.744339955,2,1,2,3,NSW,NA,NA,28
11/01/2015,Hawkesbury River,F,36.9,,40,NA,1308,2,2,w,0.67955642,2,1,2,3,NSW,NA,NA,28
10/01/2016,Zone 1,F,36.5,365,41.2,NA,1628,2,2,m,0.753379036,2,1,2,3,NSW,NA,NA,28
10/01/2016,Zone 1,M,35.6,356,40.5,NA,1629,2,2,w,0.847677627,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,35.4,354,39.8,NA,1673,2,2,n,0.524638602,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,M,42.4,424,47.8,NA,1674,2,3,n,0.387803525,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,M,39.7,397,44.5,NA,1675,2,3,n,0.148192085,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,M,37.1,371,41.8,NA,1676,2,2,n,0.354796929,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,34.6,346,39.1,NA,1677,2,2,n,0.329496237,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,39.3,393,44.2,NA,1678,2,2,n,0.188495786,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,35,350,39.3,NA,1679,2,2,n,0.387926939,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,M,32.7,327,37.1,NA,1680,2,3,n,0.413314684,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,M,32,320,36.1,NA,1681,2,2,n,0.153794433,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,32.5,325,36.7,NA,1682,1,2,o,0,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,M,31.4,314,35,NA,1683,1,2,o,0,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,30,300,31.7,NA,1685,2,2,n,0.409241188,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,31.4,314,35.1,NA,1687,2,2,n,0.152121693,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,32.2,322,36.3,NA,1688,1,2,o,0,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,M,29.7,297,33.7,NA,1690,2,2,n,0.146617081,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,M,28.6,286,32.3,NA,1692,2,3,n,0.180996016,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,30.8,308,35.1,NA,1693,2,2,n,0.238889793,2,1,2,3,NSW,NA,NA,28
24/01/2017,Zone 1,F,32.7,327,37,NA,1697,2,2,n,0.337156215,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,F,38.8,388,43.3,NA,1870,2,2,n,0.191549252,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,F,40.7,407,45,NA,1871,1,3,o,0,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,M,38.3,383,42.4,NA,1872,2,2,w,0.445657524,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,M,35.4,354,38.8,NA,1873,1,2,o,0,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,F,39.5,395,44,NA,1874,2,2,n,0.19624057,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,M,38,380,42,NA,1875,2,2,n,0.511700925,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,M,38.2,382,42.5,NA,1876,2,2,m,0.560362014,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,F,37,370,40.3,NA,1878,2,3,w,0.633216591,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,F,38.4,384,42.4,NA,1879,2,3,n,0.275103981,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,F,39.9,399,44,NA,1880,2,2,n,0.330567534,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,F,37.7,377,41.7,NA,1881,2,3,n,0.269386393,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,F,34.5,345,38,NA,1882,2,3,m,0.808459666,2,1,2,3,NSW,NA,NA,28
16/01/2017,Zone 1,M,38.4,384,42.2,NA,1883,2,2,m,0.409344468,2,1,2,3,NSW,NA,NA,28
10/02/2015,Port Stephens,M,32.5,325,36.5,479.2,51,2,3,n,0.32984136,2,2,2,3,NSW,NA,NA,29
10/02/2015,Port Stephens,F,35,350,39,586.2,57,2,3,n,0.19390645,2,2,2,3,NSW,NA,NA,29
28/02/2015,Sydney Coastal,F,37,370,41.5,640,379,2,3,m,0.527730925,2,2,2,3,NSW,NA,NA,29
28/02/2015,Sydney Coastal,F,37.3,373,41.6,690,380,2,2,m,0.531286154,2,2,2,3,NSW,NA,NA,29
4/02/2016,Zone 6,M,29.4,294,32.2,372.6,644,2,3,n,0.295921976,2,2,2,3,NSW,NA,NA,29
25/02/2016,Sydney Harbour,U,35.2,352,39,NA,661,2,3,m,0.847055127,2,2,2,3,NSW,NA,NA,29
7/02/2016,,,33.9,339,37.2,NA,1293,2,2,m,0.240545227,2,2,2,3,NSW,NA,NA,29
7/02/2016,,,35.6,356,40,NA,1294,2,2,m,0.563793769,2,2,2,3,NSW,NA,NA,29
7/02/2016,,,36.2,362,39.8,NA,1298,2,2,w,0.536654127,2,2,2,3,NSW,NA,NA,29
7/02/2016,,,32.7,327,36.3,NA,1299,2,3,w,0.407375188,2,2,2,3,NSW,NA,NA,29
7/02/2016,,,35,350,39,NA,1302,2,2,w,0.658416923,2,2,2,3,NSW,NA,NA,29
7/02/2016,,,38.3,383,42.6,NA,1303,2,2,w,0.400227838,2,2,2,3,NSW,NA,NA,29
7/02/2016,,,34.9,349,38.6,NA,1304,2,2,w,0.633260325,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,40.7,407,45.7,NA,1599,2,2,w,0.707114888,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,36.8,368,40.7,NA,1600,2,2,w,0.697403014,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,34.9,349,39.7,NA,1601,2,2,w,0.415044265,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,34.7,347,39.4,NA,1604,2,2,m,0.568754164,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,31.7,317,35.6,NA,1605,2,2,m,0.707121659,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,33.1,331,37.6,NA,1607,2,2,n,0.267008447,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,33.4,334,38,NA,1608,2,2,m,0.556438949,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,36.9,369,42.1,NA,1609,2,2,w,0.744142759,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,36.1,361,41.2,NA,1610,2,2,m,0.374393434,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,34.6,346,39.2,NA,1611,2,2,n,0.288850913,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,39.5,395,44.5,NA,1612,2,2,m,0.29008413,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,37.2,372,42.3,NA,1613,2,2,w,0.942418569,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,35.6,356,40.7,NA,1614,2,2,m,0.333835181,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,35.8,358,40.9,NA,1615,2,2,w,0.642635046,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,38.5,385,43.3,NA,1616,2,2,w,0.425345397,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,F,41.1,411,46.6,NA,1618,2,3,w,0.639616796,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,33,330,37.7,NA,1622,2,2,w,0.72011465,2,2,2,3,NSW,NA,NA,29
8/02/2016,Zone 1,M,33.8,338,38.3,NA,1623,2,2,m,0.391008792,2,2,2,3,NSW,NA,NA,29
3/03/2015,Zone 5,F,33.4,334,39.5,622,74,2,2,m,0.694143063,2,3,2,3,NSW,NA,NA,30
3/03/2015,Zone 5,M,37.8,378,42.1,717.2,75,2,2,n,0.40812274,2,3,2,3,NSW,NA,NA,30
3/03/2015,Zone 5,F,32.7,327,36.3,517.8,76,2,3,m,0.495773876,2,3,2,3,NSW,NA,NA,30
3/03/2015,Zone 5,F,32.6,326,36,486.8,77,2,2,w,0.695965308,2,3,2,3,NSW,NA,NA,30
3/03/2015,Zone 5,M,33.3,333,37,507.8,78,2,3,m,0.529788097,2,3,2,3,NSW,NA,NA,30
19/03/2015,Sydney Coastal,M,39.5,395,44,816.8,251,2,3,m,0.338863304,2,3,2,3,NSW,NA,NA,30
19/03/2015,Sydney Coastal,F,39.2,392,43.9,794.5,252,2,3,m,0.915510077,2,3,2,3,NSW,NA,NA,30
4/03/2015,Sydney Coastal,F,41.7,417,46,1010.6,253,2,2,m,0.428191218,2,3,2,3,NSW,NA,NA,30
14/03/2015,Sydney Coastal,M,36.7,367,40.8,668.9,254,2,2,m,0.424161191,2,3,2,3,NSW,NA,NA,30
14/03/2015,Sydney Coastal,F,37.6,376,42.3,730.5,255,2,3,w,0.514258687,2,3,2,3,NSW,NA,NA,30
3/03/2016,South Coast,M,41.2,412,46.1,1067.9,680,2,2,w,0.896070221,2,3,2,3,NSW,NA,NA,30
3/03/2016,South Coast,F,44.7,447,48.8,1298.3,681,2,2,w,1.024646724,2,3,2,3,NSW,NA,NA,30
3/03/2016,South Coast,F,42.9,429,47.9,1080.8,682,2,2,w,1.040653031,2,3,2,3,NSW,NA,NA,30
3/03/2016,South Coast,M,41.6,416,46.4,1026.8,683,2,2,w,0.581830624,2,3,2,3,NSW,NA,NA,30
3/03/2016,South Coast,F,43.5,435,48.1,1142.3,684,2,2,w,0.768463788,2,3,2,3,NSW,NA,NA,30
3/03/2016,South Coast,M,44.2,442,49.2,1148.6,685,2,2,w,0.672907082,2,3,2,3,NSW,NA,NA,30
3/03/2016,South Coast,M,43.5,435,48.2,1308.6,686,2,2,w,0.651320375,2,3,2,3,NSW,NA,NA,30
3/03/2016,South Coast,M,42.4,424,47.7,1153.3,689,2,2,w,0.81699761,2,3,2,3,NSW,NA,NA,30
14/03/2016,Sydney Harbour,M,41.5,415,46.7,1001,778,2,2,m,0.468048284,2,3,2,3,NSW,NA,NA,30
17/03/2016,Hawkesbury River,F,42.8,428,47.2,1178.3,779,2,2,m,0.703469438,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,F,34,340,38.5,NA,825,2,3,m,0.435028789,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,F,37.4,374,41.5,NA,827,2,2,m,0.913090947,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,M,34.8,348,38.5,NA,830,2,2,m,0.735966976,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,M,36.1,361,40.5,NA,831,2,2,m,0.395719292,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,F,40.7,407,45.2,NA,835,2,3,m,0.309910574,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,M,33.6,336,37.6,NA,836,2,3,m,0.416513448,2,3,2,3,NSW,NA,NA,30
22/03/2016,Central Coast,F,32.8,328,36.4,NA,844,2,3,m,0.554855737,2,3,2,3,NSW,NA,NA,30
22/03/2016,Central Coast,F,41,410,45.3,NA,858,2,2,m,0.749718547,2,3,2,3,NSW,NA,NA,30
11/03/2016,Sydney Harbour,M,44,440,48.5,1294.3,868,2,2,m,0.642506787,2,3,2,3,NSW,NA,NA,30
11/03/2016,Sydney Harbour,M,42.2,422,47.2,1065.8,870,2,2,m,0.445161559,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,F,35.6,356,39.1,NA,902,2,2,m,0.648783552,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,F,37.9,379,42,NA,905,2,2,m,0.52620698,2,3,2,3,NSW,NA,NA,30
21/03/2016,Central Coast,F,35.7,357,39,NA,906,2,2,m,0.425465068,2,3,2,3,NSW,NA,NA,30
20/03/2016,Central Coast,F,29.7,297,32.6,NA,912,2,3,m,0.558811112,2,3,2,3,NSW,NA,NA,30
20/03/2016,Central Coast,F,38.7,387,42.6,NA,914,2,2,m,0.385567591,2,3,2,3,NSW,NA,NA,30
6/03/2016,North Coast,F,34.4,344,38.1,NA,975,2,2,m,0.396889752,2,3,2,3,NSW,NA,NA,30
6/03/2016,North Coast,M,37.2,372,41.3,NA,976,2,2,m,0.750465967,2,3,2,3,NSW,NA,NA,30
6/03/2016,North Coast,F,30.4,304,34,NA,978,2,3,n,0.154437605,2,3,2,3,NSW,NA,NA,30
6/03/2016,North Coast,M,31.4,314,34.7,NA,979,2,3,m,0.452971449,2,3,2,3,NSW,NA,NA,30
6/03/2016,North Coast,F,32.5,325,36.2,NA,980,2,2,n,0.468995127,2,3,2,3,NSW,NA,NA,30
6/03/2016,North Coast,F,34.7,347,38.4,NA,981,2,2,m,0.504824042,2,3,2,3,NSW,NA,NA,30
5/03/2016,North Coast,F,34.8,348,38.6,NA,1011,2,2,m,0.572687786,2,3,2,3,NSW,NA,NA,30
5/03/2016,North Coast,F,31.5,315,35,NA,1013,2,3,n,0.410205579,2,3,2,3,NSW,NA,NA,30
5/03/2016,North Coast,F,34.9,349,38.6,NA,1016,2,2,m,0.356923626,2,3,2,3,NSW,NA,NA,30
5/03/2016,North Coast,F,32.2,322,35.8,NA,1017,2,2,m,0.361013656,2,3,2,3,NSW,NA,NA,30
5/03/2016,North Coast,F,33.4,334,37.3,NA,1018,2,2,n,0.98708957,2,3,2,3,NSW,NA,NA,30
9/04/2015,Sydney Coastal,F,35.7,357,40.5,642.4,39,2,2,m,0.605546386,2,4,2,3,NSW,NA,NA,31
9/04/2015,Sydney Coastal,F,34.5,345,38.6,678.6,41,2,3,n,0.504164122,2,4,2,3,NSW,NA,NA,31
9/04/2015,Sydney Coastal,M,38,380,42.5,779,42,2,3,m,0.362160527,2,4,2,3,NSW,NA,NA,31
21/04/2016,Zone 6,M,32.6,326,36.3,462.8,958,2,3,m,0.396777637,2,4,2,3,NSW,NA,NA,31
21/04/2016,Zone 6,M,37.9,379,42.2,771.8,960,2,2,m,0.352809113,2,4,2,3,NSW,NA,NA,31
21/04/2016,Zone 6,F,39.3,393,43.9,887.1,962,2,2,w,0.43011491,2,4,2,3,NSW,NA,NA,31
21/04/2016,Zone 6,M,37.6,376,41.6,781.2,963,2,2,m,0.599845897,2,4,2,3,NSW,NA,NA,31
21/04/2016,Zone 6,M,42.3,423,47.1,1110.3,964,2,3,w,0.336012405,2,4,2,3,NSW,NA,NA,31
16/04/2016,Port Hacking,F,39.4,394,43.8,NA,1019,2,3,w,0.49413021,2,4,2,3,NSW,NA,NA,31
17/04/2016,North Coast,M,29.9,299,33,NA,1073,2,2,m,0.694384736,2,4,2,3,NSW,NA,NA,31
17/04/2016,North Coast,F,33.7,337,37,NA,1074,2,2,m,0.925000861,2,4,2,3,NSW,NA,NA,31
17/04/2016,North Coast,M,34.8,348,38.7,NA,1078,2,2,m,0.508897904,2,4,2,3,NSW,NA,NA,31
17/04/2016,North Coast,F,41.6,416,46.1,NA,1084,2,2,w,0.384437805,2,4,2,3,NSW,NA,NA,31
17/04/2016,North Coast,F,45.2,452,50.2,NA,1087,2,2,m,0.607186727,2,4,2,3,NSW,NA,NA,31
17/04/2016,North Coast,F,37.4,374,41,NA,1088,2,3,w,0.489705175,2,4,2,3,NSW,NA,NA,31
3/04/2016,North Coast,M,33.3,333,36.6,NA,1121,2,2,m,0.304056438,2,4,2,3,NSW,NA,NA,31
3/04/2016,North Coast,M,41.7,417,46.1,NA,1124,2,2,m,0.865464386,2,4,2,3,NSW,NA,NA,31
3/04/2016,North Coast,F,31.2,312,35,NA,1125,2,2,m,0.685708635,2,4,2,3,NSW,NA,NA,31
3/04/2016,North Coast,F,32.1,321,35.7,NA,1127,2,3,m,0.18194544000000001,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,32.5,325,35.6,NA,1139,2,2,m,0.463974665,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,36.8,368,40.8,NA,1141,2,2,w,0.959910509,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,40.8,408,45.1,NA,1144,2,2,w,0.657026003,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,33.4,334,37.3,NA,1145,2,3,w,0.662259318,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,35.3,353,39.2,NA,1149,2,2,w,0.49999263,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,F,50.4,504,56.4,NA,1152,2,3,w,0.812711365,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,36.8,368,40.9,NA,1153,2,2,w,0.943033107,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,37.3,373,41.4,NA,1154,2,3,m,0.26226151,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,34.7,347,38.6,NA,1155,2,3,w,0.748637171,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,33.8,338,38,NA,1156,2,2,w,0.692696921,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,F,35.5,355,39.4,NA,1158,2,3,m,0.549598896,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,F,34,340,37.3,NA,1161,2,2,m,0.473252241,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,F,35.6,356,39.4,NA,1163,2,2,m,0.306682039,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,36.8,368,40.8,NA,1164,2,2,m,0.638530652,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,35.8,358,39.9,NA,1165,2,2,w,0.917427622,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,F,31.6,316,35,NA,1168,2,2,m,0.588439664,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,F,31,310,34,NA,1169,2,2,w,0.657512858,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,M,31,310,34.3,NA,1170,2,2,m,0.440028874,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,F,34.5,345,38.1,NA,1171,2,2,m,0.460080739,2,4,2,3,NSW,NA,NA,31
8/04/2016,North Coast,F,36.5,365,40.3,NA,1173,2,2,m,0.634218394,2,4,2,3,NSW,NA,NA,31
15/04/2016,Zone 3,M,49,490,53.6,NA,1217,2,2,m,0.732482009,2,4,2,3,NSW,NA,NA,31
5/04/2016,Zone 3,F,38.4,384,42.4,NA,1218,2,2,w,0.812654283,2,4,2,3,NSW,NA,NA,31
30/04/2016,Zone 3,F,40.5,405,44.9,NA,1222,2,2,w,0.67949664,2,4,2,3,NSW,NA,NA,31
21/04/2016,,M,38.1,381,42.5,NA,1223,2,2,m,0.514222098,2,4,2,3,NSW,NA,NA,31
21/04/2016,,F,37.8,378,41.5,NA,1224,2,2,w,0.856500258,2,4,2,3,NSW,NA,NA,31
16/04/2016,Zone 2,F,30.8,308,34,NA,1227,2,2,n,0.86364905300000006,2,4,2,3,NSW,NA,NA,31
16/04/2016,Zone 3,F,37.2,372,41.2,NA,1230,2,2,w,1.061847456,2,4,2,3,NSW,NA,NA,31
11/04/2016,,F,37.6,376,42,NA,1440,2,2,w,0.523417013,2,4,2,3,NSW,NA,NA,31
10/04/2016,Zone 1,F,28.2,282,31.1,NA,1566,2,2,w,0.634730179,2,4,2,3,NSW,NA,NA,31
10/04/2016,Zone 1,M,35.8,358,40,NA,1583,2,2,w,0.449973576,2,4,2,3,NSW,NA,NA,31
10/04/2016,Zone 1,F,36.2,362,40.2,NA,1586,2,2,w,0.978661337,2,4,2,3,NSW,NA,NA,31
10/04/2016,Zone 1,M,32.1,321,35.3,NA,1587,2,2,m,0.664133546,2,4,2,3,NSW,NA,NA,31
10/04/2016,Zone 1,M,37.3,373,41.3,NA,1588,2,3,m,0.546471681,2,4,2,3,NSW,NA,NA,31
10/04/2016,Zone 1,F,36.5,365,40.8,NA,1589,2,2,w,0.589189906,2,4,2,3,NSW,NA,NA,31
10/04/2016,Zone 1,F,38.4,384,42.4,NA,1590,2,2,w,0.568330773,2,4,2,3,NSW,NA,NA,31
13/04/2016,Hawkesbury River,F,44.2,442,49.6,NA,1748,2,3,w,0.891137188,2,4,2,3,NSW,NA,NA,31
13/04/2016,Hawkesbury River,F,45,450,50.4,NA,1749,2,2,w,0.83860450499999994,2,4,2,3,NSW,NA,NA,31
14/05/2015,Port Stephens,M,37.9,379,43,780.6,82,2,3,w,0.47377923,2,5,2,3,NSW,NA,NA,32
14/05/2015,Port Stephens,M,37.3,373,41.5,732.2,86,2,3,w,0.453396189,2,5,2,3,NSW,NA,NA,32
5/05/2016,Zone 6,F,45.2,452,50.2,1345.5,1041,2,2,m,0.446368338,2,5,2,3,NSW,NA,NA,32
5/05/2016,Zone 6,M,35.7,357,39.3,543.2,1042,2,2,w,0.473975993,2,5,2,3,NSW,NA,NA,32
5/05/2016,Zone 6,F,42.2,422,46.6,1013.1,1044,2,3,m,0.420909721,2,5,2,3,NSW,NA,NA,32
4/05/2016,Sydney Coastal,F,47,470,52.6,NA,1049,2,3,w,0.538113694,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,F,38.6,386,41.9,NA,1099,2,3,m,0.540936471,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,M,35.2,352,39.1,NA,1100,2,3,m,0.60286558,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,F,36.8,368,41,NA,1103,2,2,w,0.560736192,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,M,33.7,337,37.5,NA,1105,2,3,w,0.703930663,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,M,46.7,467,50.9,NA,1106,2,2,m,0.853622834,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,F,33.2,332,37,NA,1107,2,3,m,0.455244443,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,M,31.1,311,34.6,NA,1109,2,3,m,0.478759389,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,M,35.4,354,39.6,NA,1110,2,2,w,0.662491816,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,F,38,380,42.3,NA,1111,2,2,w,0.606523709,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,F,37.9,379,41.9,NA,1113,2,3,m,0.303917247,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,M,41.7,417,46.5,NA,1115,2,2,w,0.433305969,2,5,2,3,NSW,NA,NA,32
7/05/2016,North Coast,F,34.6,346,38.3,NA,1117,2,3,m,0.521690043,2,5,2,3,NSW,NA,NA,32
28/05/2016,Zone 3,F,38.9,389,44,NA,1204,2,2,m,0.995451176,2,5,2,3,NSW,NA,NA,32
22/05/2016,Zone 3,F,42.4,424,47,NA,1205,2,3,w,1.062935998,2,5,2,3,NSW,NA,NA,32
30/05/2016,Zone 3,M,39.5,395,44.2,NA,1206,2,2,w,0.737435574,2,5,2,3,NSW,NA,NA,32
4/05/2016,Zone 3,M,43.5,435,48.3,NA,1207,2,2,w,0.391065723,2,5,2,3,NSW,NA,NA,32
4/05/2016,Zone 3,F,34.2,342,38,NA,1208,2,2,m,0.717532311,2,5,2,3,NSW,NA,NA,32
4/05/2016,Zone 3,M,41.8,418,46.8,NA,1209,2,2,w,0.701366441,2,5,2,3,NSW,NA,NA,32
10/05/2016,Zone 3,F,33.5,335,37.2,NA,1214,2,2,w,0.500001705,2,5,2,3,NSW,NA,NA,32
28/05/2016,,F,51,510,56.5,NA,1284,2,3,m,0.458315019,2,5,2,3,NSW,NA,NA,32
28/05/2016,,M,44.5,445,49.4,NA,1286,2,3,w,1.059959652,2,5,2,3,NSW,NA,NA,32
28/05/2016,,M,40,400,44.1,NA,1287,2,2,w,0.655827923,2,5,2,3,NSW,NA,NA,32
28/05/2016,,F,41,410,45.3,NA,1288,2,2,w,0.549760524,2,5,2,3,NSW,NA,NA,32
28/05/2016,,F,36.8,368,40.8,NA,1290,2,2,w,0.712638709,2,5,2,3,NSW,NA,NA,32
22/05/2016,Port Stephens,U,37.78765098,,42,NA,1319,2,2,w,0.531097925,2,5,2,3,NSW,NA,NA,32
20/05/2016,,M,34.2,342,38,NA,1365,2,2,w,0.749294521,2,5,2,3,NSW,NA,NA,32
20/05/2016,,M,30.5,305,34.1,NA,1366,2,2,m,0.495271564,2,5,2,3,NSW,NA,NA,32
20/05/2016,,F,37.9,379,41.6,NA,1367,2,2,w,0.905243137,2,5,2,3,NSW,NA,NA,32
20/05/2016,,F,31.9,319,35.1,NA,1369,2,2,w,0.725202323,2,5,2,3,NSW,NA,NA,32
20/05/2016,,F,33.9,339,36.6,NA,1370,2,3,w,0.463775072,2,5,2,3,NSW,NA,NA,32
20/05/2016,,M,33.6,336,37.2,NA,1371,2,2,m,0.76675726,2,5,2,3,NSW,NA,NA,32
20/05/2016,,M,36,360,40.5,NA,1372,2,2,w,0.606512801,2,5,2,3,NSW,NA,NA,32
20/05/2016,,F,43.4,434,48.3,NA,1375,2,2,m,0.658126413,2,5,2,3,NSW,NA,NA,32
20/05/2016,,M,38.8,388,42,NA,1376,2,2,w,0.718498894,2,5,2,3,NSW,NA,NA,32
20/05/2016,,M,35,350,38.6,NA,1380,2,2,w,0.422471629,2,5,2,3,NSW,NA,NA,32
20/05/2016,,F,34.7,347,38.5,NA,1383,2,2,w,0.533095626,2,5,2,3,NSW,NA,NA,32
20/05/2016,,M,35.1,351,39.1,NA,1390,2,2,w,0.554227495,2,5,2,3,NSW,NA,NA,32
20/05/2016,,F,42.9,429,47.7,NA,1392,2,3,w,0.519683643,2,5,2,3,NSW,NA,NA,32
10/05/2016,Zone 1,M,34.6,346,36.2,NA,1556,2,3,w,0.415224597,2,5,2,3,NSW,NA,NA,32
10/05/2016,Zone 1,F,33.9,339,37.7,NA,1557,2,2,w,0.400046342,2,5,2,3,NSW,NA,NA,32
10/05/2016,Zone 1,M,36,360,39.2,NA,1560,2,2,w,0.513077601,2,5,2,3,NSW,NA,NA,32
10/05/2016,Zone 1,F,34.7,347,39,NA,1562,2,3,w,0.880651753,2,5,2,3,NSW,NA,NA,32
27/05/2017,Zone 4,M,29.7,297,32.8,386.1,1770,2,3,n,0.403988027,2,5,2,3,NSW,NA,NA,32
27/05/2017,Zone 4,F,29.6,296,33.1,368.4,1771,2,3,m,0.492775701,2,5,2,3,NSW,NA,NA,32
19/05/2017,Zone 4,M,29.1,291,32.1,375.4,1797,2,3,w,0.620542356,2,5,2,3,NSW,NA,NA,32
19/05/2017,Zone 4,M,30.5,305,33.9,NA,1804,2,3,w,0.69227133,2,5,2,3,NSW,NA,NA,32
17/05/2017,Zone 1,M,26.5,265,29.4,NA,1885,2,2,n,0.470658694,2,5,2,3,NSW,NA,NA,32
7/05/2017,Zone 3,F,36.8,368,41.3,NA,1889,2,2,m,0.868892253,2,5,2,3,NSW,NA,NA,32
